'  46	((1, 0, 1, 1), (0, 1, 0, 0), (0, 1, 1, 1), (0, 1, 0, 1))	27	5.49	0.25	0.00	0.00
'  47	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 1), (0, 1, 0, 1))	27	7.56	0.21	0.00	0.00
'  48	((1, 0, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (0, 1, 1, 1))	27	7.34	0.20	0.00	0.00
'  49	((1, 0, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (0, 1, 0, 1))	27	7.83	0.20	0.00	0.00
'  50	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 0), (0, 1, 1, 1))	27	5.29	0.22	0.00	0.00
'  51	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (0, 1, 0, 1))	27	7.63	0.18	0.00	0.00
'  52	((1, 0, 1, 1), (0, 1, 0, 0), (0, 0, 1, 1), (0, 1, 1, 1))	27	4.67	0.26	0.00	0.00
'  53	((1, 0, 1, 1), (0, 1, 1, 0), (0, 0, 1, 1), (0, 1, 1, 1))	27	7.68	0.20	0.00	0.00
'  54	((1, 0, 1, 1), (0, 1, 0, 1), (0, 0, 1, 1), (0, 1, 1, 1))	27	7.51	0.20	0.00	0.00
'  55	((1, 0, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (0, 1, 1, 1))	27	8.71	0.18	0.00	0.00
'  56	((1, 0, 1, 1), (0, 1, 0, 0), (0, 1, 1, 1), (0, 1, 1, 1))	18	4.95	0.23	0.00	0.00
'  57	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 1), (0, 1, 1, 1))	27	7.74	0.18	0.00	0.00
'  58	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1))	18	8.06	0.16	0.00	0.00
'  59	((1, 1, 1, 1), (0, 1, 0, 0), (0, 0, 1, 0), (0, 0, 0, 1))	10	4.67	0.36	0.00	0.00
'  60	((1, 1, 1, 1), (0, 1, 0, 0), (0, 0, 1, 1), (0, 0, 0, 1))	27	4.95	0.29	0.00	0.00
'  61	((1, 1, 1, 1), (0, 1, 0, 1), (0, 0, 1, 1), (0, 0, 0, 1))	18	7.99	0.22	0.00	0.00
'  62	((1, 1, 1, 1), (0, 1, 0, 0), (0, 0, 1, 1), (0, 0, 1, 1))	18	4.53	0.27	0.00	0.00
'  63	((1, 1, 1, 1), (0, 1, 0, 1), (0, 0, 1, 0), (0, 0, 1, 1))	27	5.10	0.25	0.00	0.00
'  64	((1, 1, 1, 1), (0, 1, 0, 1), (0, 0, 1, 1), (0, 0, 1, 1))	27	7.91	0.20	0.00	0.00
'  65	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (0, 0, 0, 1))	18	5.13	0.25	0.00	0.00
'  66	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (0, 0, 0, 1))	27	7.84	0.20	0.00	0.00
'  67	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (0, 0, 1, 1))	18	8.78	0.18	0.00	0.00
'  68	((1, 1, 1, 1), (0, 1, 0, 0), (0, 0, 1, 1), (0, 1, 1, 1))	27	4.94	0.23	0.00	0.00
'  69	((1, 1, 1, 1), (0, 1, 1, 0), (0, 0, 1, 1), (0, 1, 0, 1))	11	5.40	0.22	0.00	0.00
'  70	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (0, 1, 0, 1))	27	8.30	0.17	0.00	0.00
'  71	((1, 1, 1, 1), (0, 1, 0, 1), (0, 0, 1, 1), (0, 1, 1, 1))	18	8.08	0.17	0.00	0.00
'  72	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (0, 1, 1, 1))	18	7.91	0.17	0.00	0.00
'  73	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (0, 1, 1, 1))	27	9.14	0.16	0.00	0.00
'  74	((1, 1, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1))	10	9.68	0.15	0.00	0.00
'  75	((1, 0, 0, 0), (0, 1, 0, 0), (0, 0, 1, 1), (1, 1, 1, 1))	54	4.51	0.28	0.00	0.00
'  76	((1, 0, 0, 0), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 0, 1))	45	4.38	0.27	0.00	0.00
'  77	((1, 0, 0, 1), (0, 1, 1, 0), (0, 0, 1, 0), (1, 1, 0, 1))	81	4.67	0.28	0.00	0.00
'  78	((1, 0, 0, 0), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 0, 1))	81	5.52	0.30	0.00	0.00
'  79	((1, 0, 0, 0), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 1, 1))	81	5.40	0.25	0.00	0.00
'  80	((1, 0, 0, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 0, 1))	81	5.20	0.23	0.00	0.00
'  81	((1, 0, 0, 0), (0, 1, 1, 1), (0, 1, 1, 0), (1, 0, 1, 1))	81	5.37	0.25	0.00	0.00
'  82	((1, 0, 0, 0), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 1, 1))	81	4.87	0.23	0.00	0.00
'  83	((1, 0, 0, 0), (0, 1, 1, 0), (0, 1, 1, 1), (1, 1, 1, 1))	81	5.03	0.22	0.00	0.00
'  84	((1, 0, 0, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 0, 1))	81	5.28	0.23	0.00	0.00
'  85	((1, 0, 0, 0), (0, 1, 0, 1), (0, 0, 1, 1), (1, 1, 1, 1))	54	5.16	0.22	0.00	0.00
'  86	((1, 0, 0, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 0, 1))	54	4.87	0.22	0.00	0.00
'  87	((1, 0, 0, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 1, 1))	81	5.04	0.20	0.00	0.00
'  88	((1, 0, 0, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 1))	81	5.03	0.21	0.00	0.00
'  89	((1, 0, 0, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1))	54	4.81	0.18	0.00	0.00
'  90	((1, 0, 0, 1), (0, 1, 1, 0), (0, 0, 1, 0), (1, 1, 1, 1))	81	5.13	0.23	0.00	0.00
'  91	((1, 0, 1, 0), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 0, 1))	81	5.54	0.23	0.00	0.00
'  92	((1, 0, 1, 0), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 1, 1))	81	8.05	0.18	0.00	0.00
'  93	((1, 0, 1, 0), (0, 1, 0, 1), (0, 1, 1, 0), (1, 0, 0, 1))	24	5.82	0.30	0.64	0.00
'  94	((1, 0, 1, 0), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 0, 1))	54	6.64	0.25	0.34	0.00
'  95	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 0), (1, 0, 0, 1))	81	5.72	0.24	0.26	0.00
'  96	((1, 0, 1, 0), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 1, 1))	54	9.06	0.20	0.48	0.00
'  97	((1, 0, 1, 0), (0, 1, 0, 1), (0, 1, 1, 1), (1, 0, 0, 1))	81	6.12	0.24	0.26	0.00
'  98	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 1), (1, 0, 0, 1))	81	8.32	0.20	0.36	0.00
'  99	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 0), (1, 1, 0, 1))	81	6.01	0.20	0.18	0.00
' 100	((1, 0, 1, 0), (0, 1, 0, 1), (0, 1, 1, 0), (1, 1, 1, 1))	81	5.77	0.21	0.13	0.00
' 101	((1, 0, 1, 0), (0, 1, 1, 1), (0, 1, 1, 0), (1, 1, 1, 1))	81	8.55	0.17	0.25	0.00
' 102	((1, 0, 0, 1), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 0, 1))	81	5.77	0.23	0.28	0.00
' 103	((1, 0, 0, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 0, 0, 1))	81	4.81	0.22	0.00	0.00
' 104	((1, 0, 0, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 0, 1))	81	8.38	0.18	0.38	0.00
' 105	((1, 0, 1, 0), (0, 1, 0, 0), (0, 1, 1, 1), (1, 1, 0, 1))	81	5.92	0.25	0.00	0.00
' 106	((1, 0, 1, 0), (0, 1, 1, 0), (0, 1, 1, 1), (1, 1, 0, 1))	81	6.30	0.21	0.20	0.00
' 107	((1, 0, 1, 0), (0, 1, 0, 0), (0, 1, 1, 1), (1, 1, 1, 1))	81	5.68	0.20	0.00	0.00
' 108	((1, 0, 1, 0), (0, 1, 1, 0), (0, 1, 1, 1), (1, 1, 1, 1))	81	8.62	0.17	0.31	0.00
' 109	((1, 0, 0, 1), (0, 1, 1, 0), (0, 1, 1, 0), (1, 1, 1, 1))	54	4.96	0.21	0.00	0.00
' 110	((1, 0, 0, 1), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 1, 1))	81	5.85	0.20	0.15	0.00
' 111	((1, 0, 1, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 0, 1))	81	6.17	0.20	0.20	0.00
' 112	((1, 0, 1, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 1, 1))	81	8.50	0.16	0.28	0.00
' 113	((1, 0, 0, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 0, 1, 1))	45	5.49	0.19	0.16	0.00
' 114	((1, 0, 1, 0), (0, 1, 0, 1), (0, 1, 1, 1), (1, 0, 1, 1))	45	5.86	0.20	0.17	0.00
' 115	((1, 0, 1, 0), (0, 1, 0, 1), (0, 1, 1, 1), (1, 1, 0, 1))	81	5.94	0.22	0.20	0.00
' 116	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 0), (1, 0, 1, 1))	81	5.70	0.20	0.17	0.00
' 117	((1, 0, 0, 1), (0, 1, 1, 1), (0, 1, 1, 0), (1, 0, 1, 1))	81	5.47	0.20	0.12	0.00
' 118	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 1), (1, 0, 1, 1))	81	7.93	0.17	0.29	0.00
' 119	((1, 0, 1, 0), (0, 1, 0, 1), (0, 1, 1, 1), (1, 1, 1, 1))	81	5.74	0.18	0.09	0.00
' 120	((1, 0, 1, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 0, 1))	81	5.90	0.18	0.13	0.00
' 121	((1, 0, 1, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1))	81	8.48	0.15	0.26	0.00
' 122	((1, 0, 0, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 1, 1))	81	5.56	0.19	0.00	0.00
' 123	((1, 0, 0, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 1, 1, 1))	81	5.50	0.17	0.08	0.00
' 124	((1, 0, 0, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 0, 1))	54	6.80	0.18	0.00	0.00
' 125	((1, 0, 0, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 1))	81	7.77	0.16	0.26	0.00
' 126	((1, 0, 0, 1), (0, 1, 0, 1), (0, 0, 1, 1), (1, 1, 1, 1))	30	8.99	0.18	0.56	0.00
' 127	((1, 0, 0, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 1, 1))	81	8.64	0.16	0.34	0.00
' 128	((1, 0, 0, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1))	54	8.43	0.14	0.30	0.00
' 129	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 0, 0, 1))	81	5.62	0.21	0.00	0.00
' 130	((1, 1, 1, 0), (0, 1, 1, 1), (0, 0, 1, 0), (1, 0, 1, 1))	33	8.79	0.20	0.00	0.00
' 131	((1, 0, 1, 1), (0, 1, 1, 0), (0, 1, 1, 0), (1, 1, 0, 1))	45	5.53	0.20	0.00	0.00
' 132	((1, 1, 1, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 0, 0, 1))	81	6.28	0.21	0.20	0.00
' 133	((1, 0, 1, 1), (0, 1, 0, 0), (0, 1, 1, 1), (1, 1, 0, 1))	81	5.73	0.21	0.00	0.00
' 134	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 0, 1, 1))	81	8.41	0.17	0.00	0.00
' 135	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 0, 0, 1))	81	8.55	0.17	0.33	0.00
' 136	((1, 1, 1, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 0, 1, 1))	81	8.91	0.17	0.33	0.00
' 137	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 1), (1, 1, 0, 1))	81	8.90	0.17	0.40	0.00
' 138	((1, 0, 1, 1), (0, 1, 0, 0), (0, 1, 1, 0), (1, 1, 1, 1))	81	5.32	0.19	0.00	0.00
' 139	((1, 0, 1, 1), (0, 1, 1, 0), (0, 1, 1, 0), (1, 1, 1, 1))	81	8.01	0.16	0.00	0.00
' 140	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 0, 1, 1))	81	9.77	0.16	0.34	0.00
' 141	((1, 1, 1, 0), (0, 1, 0, 1), (0, 0, 1, 1), (1, 1, 1, 1))	54	5.84	0.17	0.11	0.00
' 142	((1, 0, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 0, 1))	54	5.76	0.20	0.00	0.00
' 143	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 0), (1, 0, 0, 1))	45	5.18	0.20	0.11	0.00
' 144	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 0), (1, 1, 0, 1))	81	6.04	0.17	0.12	0.00
' 145	((1, 1, 1, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 0, 1))	81	6.08	0.18	0.13	0.00
' 146	((1, 1, 1, 0), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 1, 1))	81	8.54	0.15	0.23	0.00
' 147	((1, 0, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 1, 1))	54	8.26	0.16	0.00	0.00
' 148	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 0, 1))	81	7.95	0.17	0.31	0.00
' 149	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 0), (1, 1, 1, 1))	81	5.88	0.17	0.10	0.00
' 150	((1, 0, 1, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 1, 0, 1))	81	5.92	0.17	0.13	0.00
' 151	((1, 1, 1, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 0, 1))	54	5.96	0.18	0.20	0.00
' 152	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 0), (1, 1, 1, 1))	81	8.63	0.14	0.20	0.00
' 153	((1, 1, 1, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 1))	81	8.96	0.15	0.37	0.00
' 154	((1, 1, 1, 0), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1))	54	9.71	0.14	0.36	0.00
' 155	((1, 0, 1, 1), (0, 1, 0, 0), (0, 1, 1, 1), (1, 1, 1, 1))	81	5.40	0.17	0.00	0.00
' 156	((1, 0, 1, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 1, 1, 1))	81	8.47	0.14	0.24	0.00
' 157	((1, 0, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 0, 1))	54	8.93	0.17	0.42	0.00
' 158	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 0, 1))	81	9.01	0.15	0.37	0.00
' 159	((1, 0, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 1, 1))	54	9.72	0.15	0.35	0.00
' 160	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 1))	45	8.78	0.15	0.39	0.00
' 161	((1, 0, 1, 1), (0, 1, 0, 1), (0, 1, 1, 1), (1, 1, 1, 1))	81	8.68	0.14	0.29	0.00
' 162	((1, 0, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1))	81	9.95	0.13	0.36	0.00
' 163	((1, 1, 1, 1), (0, 1, 0, 0), (0, 0, 1, 0), (1, 1, 1, 1))	36	5.21	0.19	0.00	0.00
' 164	((1, 1, 1, 1), (0, 1, 1, 0), (0, 0, 1, 0), (1, 1, 1, 1))	54	7.73	0.16	0.00	0.00
' 165	((1, 1, 1, 1), (0, 1, 1, 0), (0, 1, 1, 0), (1, 1, 1, 1))	36	8.74	0.14	0.00	0.00
' 166	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 0, 1))	81	5.34	0.18	0.00	0.00
' 167	((1, 1, 1, 1), (0, 1, 0, 0), (0, 0, 1, 1), (1, 1, 1, 1))	81	5.33	0.17	0.00	0.00
' 168	((1, 1, 1, 1), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 0, 1))	81	5.79	0.17	0.10	0.00
' 169	((1, 1, 1, 1), (0, 1, 1, 0), (0, 0, 1, 1), (1, 1, 1, 1))	81	8.38	0.15	0.22	0.00
' 170	((1, 1, 1, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 0, 0, 1))	81	5.53	0.19	0.09	0.00
' 171	((1, 1, 1, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 0, 1, 1))	81	8.40	0.15	0.24	0.00
' 172	((1, 1, 1, 1), (0, 1, 1, 1), (0, 1, 1, 0), (1, 0, 1, 1))	81	8.53	0.15	0.21	0.00
' 173	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 0), (1, 1, 1, 1))	81	8.07	0.14	0.00	0.00
' 174	((1, 1, 1, 1), (0, 1, 1, 0), (0, 1, 1, 1), (1, 1, 1, 1))	81	9.37	0.13	0.22	0.00
' 175	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 0, 1))	81	8.59	0.15	0.28	0.00
' 176	((1, 1, 1, 1), (0, 1, 0, 1), (0, 0, 1, 1), (1, 1, 1, 1))	54	8.50	0.15	0.29	0.00
' 177	((1, 1, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 0, 1))	54	8.68	0.15	0.37	0.00
' 178	((1, 1, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 1))	81	9.84	0.14	0.40	0.00
' 179	((1, 1, 1, 1), (0, 1, 1, 1), (0, 0, 1, 1), (1, 1, 1, 1))	81	9.65	0.13	0.28	0.00
' 180	((1, 1, 1, 1), (0, 1, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1))	54	9.87	0.13	0.36	0.00
' 181	((1, 0, 0, 0), (0, 1, 1, 1), (1, 1, 1, 1), (1, 1, 1, 1))	54	5.15	0.15	0.00	0.00
' 182	((1, 1, 0, 0), (0, 1, 1, 1), (1, 0, 1, 1), (1, 1, 1, 1))	81	5.85	0.15	0.08	0.00
' 183	((1, 1, 1, 1), (0, 1, 1, 0), (1, 0, 1, 1), (1, 1, 1, 1))	54	8.41	0.13	0.22	0.00
' 184	((1, 0, 0, 1), (0, 1, 1, 1), (1, 1, 1, 0), (1, 1, 1, 1))	81	5.79	0.14	0.09	0.00
' 185	((1, 0, 0, 1), (0, 1, 1, 0), (1, 1, 1, 1), (1, 1, 1, 1))	45	5.35	0.15	0.06	0.00
' 186	((1, 0, 0, 1), (0, 1, 1, 1), (1, 1, 1, 1), (1, 1, 1, 1))	81	8.41	0.12	0.22	0.00
' 187	((1, 0, 1, 1), (0, 1, 1, 1), (1, 1, 1, 0), (1, 1, 0, 1))	21	6.07	0.14	0.15	0.00
' 188	((1, 1, 1, 0), (0, 1, 1, 1), (1, 0, 1, 1), (1, 1, 0, 1))	24	6.26	0.15	0.15	0.00
' 189	((1, 0, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1), (1, 1, 0, 1))	54	8.96	0.12	0.29	0.00
' 190	((1, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 1), (1, 1, 0, 1))	81	9.00	0.12	0.29	0.00
' 191	((1, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 0), (1, 1, 1, 1))	81	8.42	0.12	0.18	0.00
' 192	((1, 1, 0, 1), (0, 1, 1, 1), (1, 0, 1, 1), (1, 1, 1, 1))	33	8.98	0.12	0.32	0.00
' 193	((1, 0, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1), (1, 1, 1, 1))	36	9.69	0.11	0.33	0.00
' 194	((1, 1, 1, 1), (0, 1, 1, 1), (1, 0, 1, 1), (1, 1, 1, 1))	81	9.95	0.11	0.30	0.00
' 195	((1, 1, 1, 1), (0, 1, 0, 0), (1, 1, 1, 1), (1, 1, 1, 1))	30	8.06	0.13	0.00	0.00
' 196	((1, 1, 1, 1), (0, 1, 1, 1), (1, 1, 1, 1), (1, 1, 0, 1))	45	9.90	0.11	0.31	0.00
' 197	((1, 1, 1, 1), (0, 1, 0, 1), (1, 1, 1, 1), (1, 1, 1, 1))	54	9.55	0.11	0.23	0.00
